Exercise,Equipment,Difficulty,
Dumbbell Shoulder External Rotation,Dumbbells,Beginner,Posterior Deltoid
Dumbbell Seated Rear Delt Row,Dumbbells,Beginner,Posterior Deltoid
Dumbbell Internally Rotated Rear Delt Fly,Dumbbells,Beginner,Posterior Deltoid
Dumbbell Head On Bench Rear Delt Fly,Dumbbells,Beginner,Posterior Deltoid
Dumbbell Alternating Rear Delt Fly,Dumbbells,Intermediate,Posterior Deltoid
Backward Arm Circle,Bodyweight,Novice,Posterior Deltoid
Forward Arm Circle,Bodyweight,Novice,Posterior Deltoid
Machine Reverse Fly,Machine,Novice,Posterior Deltoid
Machine Overhand Row,Machine,Novice,Posterior Deltoid
Machine Rear Deltoid Row,Machine,Novice,Posterior Deltoid
Machine Plate Loaded Low Row,Machine,Novice,Posterior Deltoid
Medicine Ball Halo,Medicine-Ball,Beginner,Posterior Deltoid
Kettlebell Rear Delt Row,Kettlebells,Novice,Posterior Deltoid
Kettlebell Single Arm Rear Delt Fly,Kettlebells,Intermediate,Posterior Deltoid
Kettlebell Rear Delt Row (Double),Kettlebells,Beginner,Posterior Deltoid
Shoulders Stretch Variation Four,Stretches,Beginner,Posterior Deltoid
Shoulders Stretch Variation Two,Stretches,Beginner,Posterior Deltoid
Alternating Pole Rotation,Stretches,Beginner,Posterior Deltoid
Pole Rotation,Stretches,Beginner,Posterior Deltoid
Cable Rope Face Pulls,Cables,Novice,Posterior Deltoid
Cable High Single Arm Rear Delt Fly,Cables,Beginner,Posterior Deltoid
Cable Single Arm Rear Delt Row,Cables,Advanced,Posterior Deltoid
Cable Supinating Row,Cables,Beginner,Posterior Deltoid
Cable Archer Row,Cables,Intermediate,Posterior Deltoid
Cable Rope Kneeling Face Pull,Cables,Novice,Posterior Deltoid
Cable High Reverse Fly,Cables,Novice,Posterior Deltoid
Cable Single Arm Internally Rotated High Reverse Fly,Cables,Beginner,Posterior Deltoid
Cable High Internally Rotated Reverse Fly,Cables,Beginner,Posterior Deltoid
Band Face Pull,Band,Novice,Posterior Deltoid
Band Pull Apart,Band,Novice,Posterior Deltoid
Band High Face Pull,Band,Novice,Posterior Deltoid
Band Rear Delt Fly,Band,Intermediate,Posterior Deltoid
Plate Internally Rotated Rear Delt Fly,Plate,Intermediate,Posterior Deltoid
Plate Rear Delt Fly,Plate,Beginner,Posterior Deltoid
TRX Rear Delt Fly,TRX,Intermediate,Posterior Deltoid
TRX Rear Delt Row,TRX,Beginner,Posterior Deltoid
TRX W Raise,TRX,Beginner,Posterior Deltoid
Vitruvian Rear Delt Fly,Vitruvian,Beginner,Posterior Deltoid
Cardio Band Reverse Fly Jacks,Cardio,Beginner,Posterior Deltoid
Lat And Shoulder External Rotation Stretch 2 Kneeling Dowel,Recovery,Beginner,Posterior Deltoid
Lat And Shoulder External Rotation Stretch 3 Kneeling Dowel,Recovery,Beginner,Posterior Deltoid
Lat And Shoulder External Rotation Stretch 1 Kneeling Dowel,Recovery,Beginner,Posterior Deltoid
Hip Openers,Recovery,Novice,Posterior Deltoid
Barbell Laying Triceps Extensions,Barbell,Intermediate,Triceps
Barbell Close Grip Bench Press,Barbell,Intermediate,Triceps
Barbell Floor Press,Barbell,Advanced,Triceps
Barbell Skullcrusher,Barbell,Intermediate,Triceps
Barbell Overhead Tricep Extension,Barbell,Advanced,Triceps
Barbell Hooklying Bench Press,Barbell,Advanced,Triceps
Barbell Larsen Bench Press,Barbell,Advanced,Triceps
Barbell Spoto Press,Barbell,Advanced,Triceps
Barbell Z Press,Barbell,Advanced,Triceps
Landmine Alternating Single Arm Press,Barbell,Intermediate,Triceps
Landmine Kneeling Alternating Overhead Press,Barbell,Intermediate,Triceps
Landmine Kneeling Overhead Press,Barbell,Intermediate,Triceps
Landmine Lying Tricep Extension,Barbell,Intermediate,Triceps
Landmine Overhead Press,Barbell,Intermediate,Triceps
Landmine Seated Alternating Overhead Press,Barbell,Intermediate,Triceps
Landmine Seated Overhead Press,Barbell,Intermediate,Triceps
Landmine Seated Single Arm Overhead Press,Barbell,Intermediate,Triceps
Landmine Single Arm Chest Press,Barbell,Intermediate,Triceps
Landmine Single Arm Overhead Press,Barbell,Intermediate,Triceps
Landmine Single Arm Push Press,Barbell,Intermediate,Triceps
Landmine Single Arm Staggered Overhead Press,Barbell,Intermediate,Triceps
Barbell Tricep Guillotine Press,Barbell,Intermediate,Triceps
Dumbbell Seated Overhead Tricep Extension,Dumbbells,Intermediate,Triceps
Dumbbell Skullcrusher,Dumbbells,Beginner,Triceps
Dumbbell Alternating Single Arm Press,Dumbbells,Intermediate,Triceps
Dumbbell Bench Press,Dumbbells,Novice,Triceps
Dumbbell Decline Alternating Single Arm Press,Dumbbells,Intermediate,Triceps
Dumbbell Decline Bench Press,Dumbbells,Novice,Triceps
Dumbbell Decline Guillotine Bench Press,Dumbbells,Advanced,Triceps
Dumbbell Decline Neutral Bench Press,Dumbbells,Beginner,Triceps
Dumbbell Decline Single Arm Bench Press,Dumbbells,Intermediate,Triceps
Dumbbell Decline Skullcrusher,Dumbbells,Beginner,Triceps
Dumbbell Decline Squeeze Press,Dumbbells,Intermediate,Triceps
Dumbbell Guillotine Bench Press,Dumbbells,Advanced,Triceps
Dumbbell Guillotine Incline Bench Press,Dumbbells,Advanced,Triceps
Dumbbell Neutral Bench Press,Dumbbells,Novice,Triceps
Dumbbell Neutral Incline Bench Press,Dumbbells,Novice,Triceps
Dumbbell Neutral Seated Overhead Press,Dumbbells,Novice,Triceps
Dumbbell Rolling Tricep Extension,Dumbbells,Advanced,Triceps
Dumbbell Seated Arnold Press,Dumbbells,Intermediate,Triceps
Dumbbell Squeeze Press,Dumbbells,Novice,Triceps
Dumbbell Single Arm Press,Dumbbells,Intermediate,Triceps
Dumbbell Alternating Arnold Press,Dumbbells,Advanced,Triceps
Dumbbell Alternating Overhead Press,Dumbbells,Intermediate,Triceps
Dumbbell Arnold Press,Dumbbells,Intermediate,Triceps
Dumbbell Neutral Alternating Overhead Press,Dumbbells,Intermediate,Triceps
Dumbbell Neutral Overhead Press,Dumbbells,Novice,Triceps
Dumbbell Overhead Press,Dumbbells,Novice,Triceps
Dumbbell Overhead Tricep Extension,Dumbbells,Beginner,Triceps
Dumbbell Push Press,Dumbbells,Intermediate,Triceps
Dumbbell Single Arm Arnold Press,Dumbbells,Intermediate,Triceps
Dumbbell Single Arm Neutral Overhead Press,Dumbbells,Beginner,Triceps
Dumbbell Single Arm Overhead Press,Dumbbells,Beginner,Triceps
Dumbbell Tricep Kickback,Dumbbells,Beginner,Triceps
Dumbbell Elevated Pushup,Dumbbells,Intermediate,Triceps
Dumbbell Single Arm Overhead Tricep Extension,Dumbbells,Beginner,Triceps
Dumbbell Tate Press,Dumbbells,Intermediate,Triceps
Dumbbell Incline Skullover,Dumbbells,Advanced,Triceps
Dumbbell Floor Press,Dumbbells,Beginner,Triceps
Dumbbell Weighted Dip,Dumbbells,Intermediate,Triceps
Dumbbell Seated Single Arm Arnold Press,Dumbbells,Intermediate,Triceps
Dumbbell Seated Y Press,Dumbbells,Novice,Triceps
Dumbbell Y Press,Dumbbells,Novice,Triceps
Dumbbell Tricep Guillotine Press,Dumbbells,Beginner,Triceps
Dumbbell Bench Braced Single Arm Overhead Tricep Extension,Dumbbells,Beginner,Triceps
Box Dips,Bodyweight,Intermediate,Triceps
Bench Dips,Bodyweight,Novice,Triceps
Incline Push Up,Bodyweight,Beginner,Triceps
Decline Push Up,Bodyweight,Beginner,Triceps
Diamond Push Ups,Bodyweight,Beginner,Triceps
Bodyweight Clapping Push Up,Bodyweight,Intermediate,Triceps
Bodyweight Diamond Knee Push Ups,Bodyweight,Novice,Triceps
Bodyweight Elevated Push Up,Bodyweight,Intermediate,Triceps
Bodyweight Explosive Push Up,Bodyweight,Advanced,Triceps
Bodyweight Incline Knee Push Up,Bodyweight,Novice,Triceps
Bodyweight Knee Push Ups,Bodyweight,Novice,Triceps
Bodyweight Knee Tricep Extension,Bodyweight,Beginner,Triceps
Bodyweight Tricep Extension,Bodyweight,Intermediate,Triceps
Bodyweight Box Assisted Dips,Bodyweight,Novice,Triceps
Parallel Bar Dips,Bodyweight,Intermediate,Triceps
Ring Standing Pushup,Bodyweight,Beginner,Triceps
Ring Standing Archer Pushup,Bodyweight,Intermediate,Triceps
Ring Skullcrusher,Bodyweight,Beginner,Triceps
Machine Cable V Bar Push Downs,Machine,Beginner,Triceps
Neutral Chest Press,Machine,Novice,Triceps
Machine Assisted Parallel Bar Dips,Machine,Novice,Triceps
Machine Chest Press,Machine,Novice,Triceps
Machine Plate Loaded Incline Chest Press,Machine,Novice,Triceps
Machine Plate Loaded Decline Chest Press,Machine,Novice,Triceps
Machine Plate Loaded Low Incline Bench Press,Machine,Novice,Triceps
Machine Overhead Tricep Extension,Machine,Novice,Triceps
Machine Tricep Pushdown,Machine,Novice,Triceps
Machine Dips,Machine,Novice,Triceps
Medicine Ball Chest Press Partner Toss,Medicine-Ball,Beginner,Triceps
Medicine Ball Pushup,Medicine-Ball,Intermediate,Triceps
Medicine Ball Walkover Pushup,Medicine-Ball,Intermediate,Triceps
Kettlebell Skull Crusher,Kettlebells,Intermediate,Triceps
Kettlebell Chest Press (Single),Kettlebells,Beginner,Triceps
Kettlebell Single Arm Press,Kettlebells,Beginner,Triceps
Kettlebell Walkover Pushup,Kettlebells,Advanced,Triceps
Kettlebell Standing Tricep Extension,Kettlebells,Novice,Triceps
Kettlebell Decline Skull Crusher,Kettlebells,Advanced,Triceps
Kettlebell Tate Press,Kettlebells,Intermediate,Triceps
Kettlebell Bench Press,Kettlebells,Novice,Triceps
Kettlebell Guillotine Bench Press,Kettlebells,Intermediate,Triceps
Kettlebell Push Press,Kettlebells,Beginner,Triceps
Kettlebell Single Arm Clean And Press,Kettlebells,Intermediate,Triceps
Kettlebell High Incline Bench Press,Kettlebells,Beginner,Triceps
Kettlebell Incline Bench Press,Kettlebells,Beginner,Triceps
Kettlebell Seated Overhead Press,Kettlebells,Beginner,Triceps
Kettlebell Floor Press,Kettlebells,Novice,Triceps
Kettlebell Single Arm Floor Press,Kettlebells,Novice,Triceps
Kettlebell Overhead Tricep Extension,Kettlebells,Intermediate,Triceps
Kettlebell Bottoms Up Single Arm Overhead Press,Kettlebells,Advanced,Triceps
Kettlebell Bottoms Up Overhead Press,Kettlebells,Advanced,Triceps
Kettlebell Incline Guillotine Bench Press,Kettlebells,Intermediate,Triceps
Kettlebell Kneeling Bottoms Up Overhead Press,Kettlebells,Advanced,Triceps
Triceps Stretch Variation Three,Stretches,Novice,Triceps
Triceps Stretch Variation Two,Stretches,Novice,Triceps
Triceps Stretch Variation One,Stretches,Novice,Triceps
Cable Rope Pushdown,Cables,Novice,Triceps
Cable Cross Pushdown,Cables,Advanced,Triceps
Cable Rope Skullcrusher,Cables,Beginner,Triceps
Cable Rope Overhead Tricep Extension,Cables,Beginner,Triceps
Cable Tricep Kickback,Cables,Beginner,Triceps
Cable Single Arm Incline Bench Press,Cables,Beginner,Triceps
Cable Single Arm Bench Press,Cables,Beginner,Triceps
Cable Bar Reverse Grip Pushdown,Cables,Beginner,Triceps
Cable Bar Pushdown,Cables,Novice,Triceps
Cable Single Arm Skullcrusher,Cables,Beginner,Triceps
Cable Single Arm Rope Pushdown,Cables,Novice,Triceps
Cable Single Arm Cross Pushdown,Cables,Beginner,Triceps
Cable Single Arm Overhead Tricep Extension,Cables,Beginner,Triceps
Cable Overhead Tricep Press,Cables,Intermediate,Triceps
Band Single Arm Chest Press,Band,Beginner,Triceps
Band Overhead Tricep Extension,Band,Advanced,Triceps
Band Pushdown,Band,Novice,Triceps
Band Pushup,Band,Intermediate,Triceps
Band Skullcrusher,Band,Advanced,Triceps
Band Chest Press,Band,Novice,Triceps
Band Overhead Press,Band,Novice,Triceps
Band Rapunzel Pushdown,Band,Beginner,Triceps
Band Single Arm Pushdown,Band,Novice,Triceps
Single Arm Rapunzel Pushdown,Band,Beginner,Triceps
Band Single Arm Skullcrusher,Band,Beginner,Triceps
Band Standing Chest Press,Band,Beginner,Triceps
Band Tricep Kickback,Band,Beginner,Triceps
Plate Squat Hold Reach,Plate,Intermediate,Triceps
Plate Curl To Overhead Press To Tricep Extension,Plate,Advanced,Triceps
Plate Overhead Tricep Extension,Plate,Novice,Triceps
Plate Overhead Press To Tricep Extension,Plate,Intermediate,Triceps
Plate Deficit Pushup,Plate,Advanced,Triceps
Weighted Diamond Push Ups,Plate,Intermediate,Triceps
Weighted Knee Push Ups,Plate,Beginner,Triceps
Plate Weighted Dip,Plate,Intermediate,Triceps
TRX Pushup,TRX,Beginner,Triceps
TRX Skullcrusher,TRX,Beginner,Triceps
Bosu Ball Offset Pushup,Bosu-Ball,Intermediate,Triceps
Bosu Ball Pike Pushup,Bosu-Ball,Intermediate,Triceps
Bosu Ball Pushup,Bosu-Ball,Intermediate,Triceps
Bosu Ball Walkover Pushup,Bosu-Ball,Intermediate,Triceps
Vitruvian Push Up,Vitruvian,Intermediate,Triceps
Cardio Band Press Jacks,Cardio,Beginner,Triceps
Cardio Ski Erg,Cardio,Beginner,Triceps
Smith Machine Skullcrusher,Smith-Machine,Intermediate,Triceps
Smith Machine Guillotine Bench Press,Smith-Machine,Intermediate,Triceps
Smith Machine Close Grip Bench Press,Smith-Machine,Beginner,Triceps
Smith Machine Bodyweight Skullcrusher,Smith-Machine,Beginner,Triceps
Elbow Extensor Mobilisation Kneeling Lacrosse Ball,Recovery,Beginner,Triceps
Elbow Extensor Isometric Seated Overhead Dumbbell,Recovery,Beginner,Triceps
Core Stability 2 Opposite Shoulder Tap 4Pt Position,Recovery,Beginner,Triceps
Barbell Skullcrusher,Barbell,Intermediate,Long Head Tricep
Barbell Overhead Tricep Extension,Barbell,Advanced,Long Head Tricep
Dumbbell Seated Overhead Tricep Extension,Dumbbells,Intermediate,Long Head Tricep
Dumbbell Skullcrusher,Dumbbells,Beginner,Long Head Tricep
Dumbbell Decline Skullcrusher,Dumbbells,Beginner,Long Head Tricep
Dumbbell Rolling Tricep Extension,Dumbbells,Advanced,Long Head Tricep
Dumbbell Overhead Tricep Extension,Dumbbells,Beginner,Long Head Tricep
Dumbbell Single Arm Overhead Tricep Extension,Dumbbells,Beginner,Long Head Tricep
Dumbbell Incline Skullover,Dumbbells,Advanced,Long Head Tricep
Dumbbell Bench Braced Single Arm Overhead Tricep Extension,Dumbbells,Beginner,Long Head Tricep
Ring Skullcrusher,Bodyweight,Beginner,Long Head Tricep
Machine Overhead Tricep Extension,Machine,Novice,Long Head Tricep
Kettlebell Decline Skull Crusher,Kettlebells,Advanced,Long Head Tricep
Kettlebell Overhead Tricep Extension,Kettlebells,Intermediate,Long Head Tricep
Cable Rope Skullcrusher,Cables,Beginner,Long Head Tricep
Cable Rope Overhead Tricep Extension,Cables,Beginner,Long Head Tricep
Cable Single Arm Skullcrusher,Cables,Beginner,Long Head Tricep
Cable Single Arm Overhead Tricep Extension,Cables,Beginner,Long Head Tricep
Cable Overhead Tricep Press,Cables,Intermediate,Long Head Tricep
Band Overhead Tricep Extension,Band,Advanced,Long Head Tricep
Smith Machine Skullcrusher,Smith-Machine,Intermediate,Long Head Tricep
Barbell Laying Triceps Extensions,Barbell,Intermediate,Long Head Tricep
Barbell Close Grip Bench Press,Barbell,Intermediate,Long Head Tricep
Dumbbell Rolling Tricep Extension,Dumbbells,Advanced,Long Head Tricep
Dumbbell Incline Skullover,Dumbbells,Advanced,Long Head Tricep
Bench Dips,Bodyweight,Novice,Long Head Tricep
Diamond Push Ups,Bodyweight,Beginner,Long Head Tricep
Bodyweight Box Assisted Dips,Bodyweight,Novice,Long Head Tricep
Cable Rope Pushdown,Cables,Novice,Long Head Tricep
Cable Tricep Kickback,Cables,Beginner,Long Head Tricep
Cable Bar Reverse Grip Pushdown,Cables,Beginner,Long Head Tricep
Cable Bar Pushdown,Cables,Novice,Long Head Tricep
Cable Single Arm Rope Pushdown,Cables,Novice,Long Head Tricep
Weighted Diamond Push Ups,Plate,Intermediate,Long Head Tricep
Smith Machine Close Grip Bench Press,Smith-Machine,Beginner,Long Head Tricep
Barbell Laying Triceps Extensions,Barbell,Intermediate,Medial Head Triceps
Barbell Close Grip Bench Press,Barbell,Intermediate,Medial Head Triceps
Dumbbell Rolling Tricep Extension,Dumbbells,Advanced,Medial Head Triceps
Dumbbell Incline Skullover,Dumbbells,Advanced,Medial Head Triceps
Bench Dips,Bodyweight,Novice,Medial Head Triceps
Diamond Push Ups,Bodyweight,Beginner,Medial Head Triceps
Bodyweight Box Assisted Dips,Bodyweight,Novice,Medial Head Triceps
Cable Rope Pushdown,Cables,Novice,Medial Head Triceps
Cable Tricep Kickback,Cables,Beginner,Medial Head Triceps
Cable Bar Reverse Grip Pushdown,Cables,Beginner,Medial Head Triceps
Cable Bar Pushdown,Cables,Novice,Medial Head Triceps
Cable Single Arm Rope Pushdown,Cables,Novice,Medial Head Triceps
Weighted Diamond Push Ups,Plate,Intermediate,Medial Head Triceps
Smith Machine Close Grip Bench Press,Smith-Machine,Beginner,Medial Head Triceps
Barbell Silverback Shrug,Barbell,Intermediate,Traps
Barbell Upright Row,Barbell,Advanced,Traps
Barbell Shrug,Barbell,Beginner,Traps
Barbell Z Press,Barbell,Advanced,Traps
Barbell High Pull,Barbell,Intermediate,Traps
Barbell Snatch Grip High Pull,Barbell,Intermediate,Traps
Dumbbell Seated Shrug,Dumbbells,Novice,Traps
Dumbbell Shrug,Dumbbells,Novice,Traps
Dumbbell Laying 30 Degree Shrug,Dumbbells,Intermediate,Traps
Dumbbell Laying Silverback Shrug,Dumbbells,Intermediate,Traps
Dumbbell Silverback Shrug,Dumbbells,Beginner,Traps
Dumbbell Single Arm Upright Row,Dumbbells,Novice,Traps
Elevated Pike Shoulder Shrug,Bodyweight,Intermediate,Traps
Elevated Pike Press,Bodyweight,Intermediate,Traps
Bodyweight Pike Press,Bodyweight,Intermediate,Traps
Bodyweight Pike Shrug,Bodyweight,Intermediate,Traps
Smith Machine Standing Shrugs,Machine,Beginner,Traps
Machine Seated Shrug,Machine,Beginner,Traps
Machine Standing Shrug,Machine,Novice,Traps
Kettlebell Shrug (Single),Kettlebells,Novice,Traps
Kettlebell Upright Row,Kettlebells,Novice,Traps
Kettlebell Silverback Shrug (Single),Kettlebells,Beginner,Traps
Kettlebell Incline Shrug,Kettlebells,Beginner,Traps
Kettlebell Shrug,Kettlebells,Novice,Traps
Swing To Upright Row,Kettlebells,Intermediate,Traps
Kettlebell Upright Row,Kettlebells,Beginner,Traps
Kettlebell Upright Row Single,Kettlebells,Beginner,Traps
Traps Stretch Variation Three,Stretches,Novice,Traps
Traps Stretch Variation Two,Stretches,Novice,Traps
Traps Stretch Variation One,Stretches,Novice,Traps
Cable Upright Row,Cables,Advanced,Traps
Cable 30 Degree Shrug,Cables,Beginner,Traps
Cable Silverback Shrug,Cables,Novice,Traps
Cable Rope Upright Row,Cables,Beginner,Traps
Cable Single Arm 30 Degree Shrug,Cables,Beginner,Traps
Band Horizontal Shrug,Band,Novice,Traps
Band Single Arm Overhead Press,Band,Novice,Traps
Band Shrug,Band,Novice,Traps
Band Upright Row,Band,Advanced,Traps
Plate Overhead Carry,Plate,Beginner,Traps
Plate Overhead Shrug,Plate,Advanced,Traps
TRX Y Raise,TRX,Beginner,Traps
Bosu Ball Pike Shrug,Bosu-Ball,Beginner,Traps
Vitruvian Shrug,Vitruvian,Beginner,Traps
Smith Machine Upright Row,Smith-Machine,Intermediate,Traps
Seated Upper Trap And Suprispinatus Stretch,Recovery,Novice,Traps
Thoracic Flexion And Extensions,Recovery,Novice,Traps
Shoulder Flexion Thoracic Extensions,Recovery,Novice,Traps
Thoracic Extensions Foam Roller,Recovery,Novice,Traps
Barbell Upright Row,Barbell,Advanced,Upper Traps
Dumbbell Seated Shrug,Dumbbells,Novice,Upper Traps
Dumbbell Shrug,Dumbbells,Novice,Upper Traps
Elevated Pike Shoulder Shrug,Bodyweight,Intermediate,Upper Traps
Bodyweight Pike Shrug,Bodyweight,Intermediate,Upper Traps
Smith Machine Standing Shrugs,Machine,Beginner,Upper Traps
Kettlebell Shrug,Kettlebells,Novice,Upper Traps
Kettlebell Silverback Shrug,Kettlebells,Beginner,Upper Traps
Kettlebell Upright Row,Kettlebells,Beginner,Upper Traps
Cable 30 Degree Shrug,Cables,Beginner,Upper Traps
Cable Single Arm 30 Degree Shrug,Cables,Beginner,Upper Traps
Band Upright Row,Band,Advanced,Upper Traps
Bosu Ball Pike Shrug,Bosu-Ball,Beginner,Upper Traps
Smith Machine Upright Row,Smith-Machine,Intermediate,Upper Traps
Scapular Elevation,Recovery,Novice,Upper Traps
Machine Pulldown,Machine,Novice,Lower Traps
Narrow Pulldown,Machine,Novice,Lower Traps
Neutral Pulldown,Machine,Novice,Lower Traps
Underhand Pulldown,Machine,Novice,Lower Traps
Bench Lift Off Active,Recovery,Intermediate,Lower Traps
Scapular Depression,Recovery,Novice,Lower Traps
